"LOCATION_NAME","TSN","LATITUDE","LONGITUDE","PHONE","EFA_ID","ADDRESS","FACILITIES","ACCESSIBILITY","TRANSPORT_MODE"
"Wentworth Falls Station","278210","-33.70947192","150.3763114","02 4780 3931","10101266","Station St, Wentworth Falls NSW 2782","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Taxi rank","Hearing loop | Stairs | This location is wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars | Lift","Train, Bus, Taxi"
"Wentworth Park Light Rail","200935","-33.87436029","151.1939664","","10101434","Wattle St, Pyrmont NSW 2009","Emergency help point | No Opal card top up or single trip ticket sales","This location is wheelchair accessible | Level crossing | Stairs | Tactile surfaces | PA system for announcements","Light rail"
"Wentworthville Station","214520","-33.80719295","150.9726376","02 9848 9151","10101231","Wentworth Ave, Wentworthville NSW 2145","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","Hearing loop | Stairs | This location is wheelchair accessible | PA system for announcements | Tactile surfaces | Lift | Ramp gradient","Train, Bus, Taxi"
"Werrington Station","274710","-33.7592923","150.7583397","02 4780 3815","10101250","Railway St, Werrington NSW 2747","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus"
"Werris Creek Station","23411","-31.350139","150.646464","13 22 32","10155057","Single St, Werris Creek NSW 2341","Commuter car park | Emergency help point | Payphone | Toilets | Wheelchair accessible car space | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements","Train, Taxi"
"West Ryde Station","211420","-33.80717213","151.0902289","02 9752 8465","10101201","Ryedale Rd, West Ryde NSW 2114","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"West Wyalong Coach Stop","26711","-33.923826","147.205261","","10150048","Church St at Main St, West Wyalong NSW 2671","","","Coach"
"Westmead Station","214510","-33.80852937","150.9880115","02 9848 9116","10101230","Railway Pde, Westmead NSW 2145","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus, Taxi"
"Wiley Park Station","219520","-33.92300854","151.0672762","02 9563 7441","10101399","King Georges Rd, Wiley Park NSW 2195","Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank","Hearing loop | Wheelchair ramp boarding assistance | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Willow Tree Station","23391","-31.650065","150.726123","13 22 32","10155002","Main North Rd, Willow Tree NSW 2339","Emergency help point | Toilets","This location is wheelchair accessible | Wheelchair ramp boarding assistance | Stairs | PA system for announcements | Short platforms, please see the train guard","Train"
"Windsor Station","275620","-33.61392767","150.811408","02 9851 7276","10101242","George St, Windsor NSW 2756","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Wheelchair ramp boarding assistance | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Wingello Station","257910","-34.69218018","150.1583854","02 4868 1115","10101312","Sydney St, Wingello NSW 2579","Emergency help point | No Opal card top up or single trip ticket sales | Toilets","Level crossing | This location is not wheelchair accessible | PA system for announcements","Train"
"Wingham Station","24291","-31.86809","152.367636","13 22 32","10155033","Price St, Wingham NSW 2429","Commuter car park | Emergency help point | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet","Wheelchair ramp boarding assistance | PA system for announcements","Train"
"Wirragulla Station","242030","-32.4617735","151.743457","02 4932 8409","10101185","Dungog Rd, Wirragulla NSW 2420","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales | Toilets","This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the middle doors","Train"
"Wolli Creek Station","220510","-33.92854683","151.1541132","02 9563 7986","10101328","Brodie Sparks Dr, Wolli Creek NSW 2205","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Baby change table","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus"
"Wollongong Station","250020","-34.42701617","150.8882431","02 4223 5517","10101372","Lowden Square, Wollongong NSW 2500","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Coach, Bus, Taxi"
"Wollstonecraft Station","206510","-33.83179487","151.191895","02 9379 4183","10101114","Shirley Rd, Wollstonecraft NSW 2065","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets","Hearing loop | Wheelchair ramp boarding assistance | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Wombarra Station","251520","-34.27593294","150.953145","02 4223 5573","10101361","Morrison Ave, Wombarra NSW 2515","Emergency help point | Payphone | No Opal card top up or single trip ticket sales","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train"
"Wondabyne Station","225010","-33.49213536","151.2570108","02 4349 9230","10101134","Wondabyne NSW 2256","Emergency help point | No Opal card top up or single trip ticket sales","Level crossing | Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last car's rear door","Train"
"Woodford Station","277810","-33.73544928","150.4819174","02 4780 3910","10101262","Railway Pde, Woodford NSW 2778","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus"
"Woolooware Station","223010","-34.04771809","151.1439953","02 9522 1265","10101350","Swan St, Woolooware NSW 2230","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus"
"Woolwich Wharf","21101","-33.83875627","151.1760428","","10102035","Valentia St, Woolwich NSW 2110","Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Wheelchair accessible payphone","This location is wheelchair accessible | Hearing loop | PA system for announcements","Bus, Ferry"
"Woonona Station","251710","-34.35023047","150.9149538","02 4223 5578","10101366","Park Rd, Woonona NSW 2517","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Level crossing | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Woy Woy Station","225610","-33.48511249","151.3236239","02 4349 9226","10101135","Railway St, Woy Woy NSW 2256","Bike lockers | Bike racks | Bike shed | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Ferry, Taxi"
"Wyee Station","225940","-33.18044789","151.4871198","02 4357 1202","10101147","Gorokan Rd, Wyee NSW 2259","Commuter car park | Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 4 cars","Train, Bus"
"Wynyard Station","200080","-33.86589799","151.2057893","02 9224 2959","10101102","George St, Sydney NSW 2000","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Wyong Station","225920","-33.28547923","151.4252562","02 4353 1915","10101145","Pacific Hwy, Wyong NSW 2259","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
